file,line,section,subsection,paragraph,equation_label,text
SST_CANON-v0.8.31-research-track.tex,6801,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,-\frac{\rho_{\!f}\Gamma_K^2}{4\pi}
SST_CANON-v0.8.31-research-track.tex,6812,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,"\rho_{\!f}\Gamma_K\,"
SST_CANON-v0.8.31-research-track.tex,6817,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,[\rho_{\!f}\Gamma_K\Delta U]
SST_CANON-v0.8.31-research-track.tex,6830,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,\rho_{\!f}\Gamma_0
SST_CANON-v0.8.31-research-track.tex,6834,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,\rho_{\!f}\Gamma_0\vchar
SST_CANON-v0.8.31-research-track.tex,6838,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,"Thus, with \(\rho_{\!f}\), the Magnus layer is a weak background-transport"
SST_CANON-v0.8.31-research-track.tex,6841,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Euler-Decomposed Swirl Gravity and Probe Transport,,,\(\rho_{\!f}\) by \(\rho_{\mathrm{core}}\) would change the physical sector and
SST_CANON-v0.8.31-research-track.tex,6893,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Hybrid Density-Source Swirl-Clock Benchmark,,,\providecommand{\rhoF}{\rho_{\!f}}
SST_CANON-v0.8.31-research-track.tex,6962,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Hybrid Density-Source Swirl-Clock Benchmark,Density-source mass closure.,,"\frac{\rhoF\,\|\vswirl\|^2}{2c^2}."
SST_CANON-v0.8.31-research-track.tex,6967,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Hybrid Density-Source Swirl-Clock Benchmark,Density-source mass closure.,,$\rhoE=\tfrac12\rhoF\|\vswirl\|^2$ and $\rhoM=\rhoE/c^2$.
SST_CANON-v0.8.31-research-track.tex,7011,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Hybrid Density-Source Swirl-Clock Benchmark,Irrotational compression and boundary response.,,\frac{1}{\rhoF}\frac{dp_{\rm swirl}}{dr}
SST_CANON-v0.8.31-research-track.tex,7070,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Swirl--Electromagnetic Normalization by Vorticity,,,\providecommand{\rhoF}{\rho_{\!f}}
SST_CANON-v0.8.31-research-track.tex,7515,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Kelvin Impulse Bridge,,,\frac{1}{2}\rhoF\Gamma^2 R
SST_CANON-v0.8.31-research-track.tex,7523,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Kelvin Impulse Bridge,,eq:ring_energy,"\rhoF\Gamma\pi R^2,"
SST_CANON-v0.8.31-research-track.tex,7546,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Kelvin Impulse Bridge,,,\rhoF\Gamma\pi R^2.
SST_CANON-v0.8.31-research-track.tex,7623,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure Envelopes and Spherical Equilibrium,,,\frac{1}{2}\rhoF\vnorm^2
SST_CANON-v0.8.31-research-track.tex,7633,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure Envelopes and Spherical Equilibrium,,,\frac{1}{2}\rhoF
SST_CANON-v0.8.31-research-track.tex,7665,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure Envelopes and Spherical Equilibrium,,eq:em_sector_summary,\frac{1}{2}\rhoF
SST_CANON-v0.8.31-research-track.tex,7751,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Claims Retained,,,\eta_I\rhoF\Gamma\pi R^2.
SST_CANON-v0.8.31-research-track.tex,8114,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure equivalence lemma,,,"For an incompressible inviscid medium with constant \(\rhoF\),"
SST_CANON-v0.8.31-research-track.tex,8120,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure equivalence lemma,,,\rhoF\left(\partial_t u_i + u_j\partial_j u_i\right)
SST_CANON-v0.8.31-research-track.tex,8126,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure equivalence lemma,,,\partial_i\partial_j\left(\rhoF u_i u_j\right)
SST_CANON-v0.8.31-research-track.tex,8135,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Pressure equivalence lemma,,,"\lambda\,\partial_i\partial_j\left(\rhoF u_i u_j\right)"
SST_CANON-v0.8.31-research-track.tex,8161,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",No-monopole theorem for smooth compact stress sources,,,"\Sigma_{ij}=\rhoF u_i u_j,"
SST_CANON-v0.8.31-research-track.tex,8208,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Equivalence-principle consequence of the density source,,,"\rhoE=\frac{1}{2}\rhoF\lVert\uswirl\rVert^2,"
SST_CANON-v0.8.31-research-track.tex,9144,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Einstein dynamics: three candidate routes,Route III: infrared EFT universality.,,\frac{\rho_{\!f}}{\rho_\Lambda}
SST_CANON-v0.8.31-research-track.tex,9155,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Einstein dynamics: three candidate routes,Route III: infrared EFT universality.,,status of \(\rho_{\!f}\) in the main text.
SST_CANON-v0.8.31-research-track.tex,9166,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Historical Provenance Audit of the Inherited Density Decimal,Source and status.,,"$\rhoF=7.0\times10^{-7}\,\mathrm{kg\,m^{-3}}$.  The source assigned the"
SST_CANON-v0.8.31-research-track.tex,9221,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Historical Provenance Audit of the Inherited Density Decimal,Dimensional adjudication.,,not $\tfrac12\rhoF|\boldsymbol\omega|^2$.
SST_CANON-v0.8.31-research-track.tex,9245,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Historical Provenance Audit of the Inherited Density Decimal,Canon consequence.,,\rhoF\equiv\rhoEff
SST_CANON-v0.8.31-research-track.tex,9268,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Historical Provenance Audit of the Inherited Density Decimal,Cosmological non-confirmation.,,$\mathcal J_{\omega}^{\rm VAM}$ or $\rhoF$.  The separately guarded SSDL
SST_CANON-v0.8.31-research-track.tex,9398,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Participation-gap diagnostic.,,not the calibrated $\rhoF$.  The required scalar participation ratio is
SST_CANON-v0.8.31-research-track.tex,9404,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Participation-gap diagnostic.,,\frac{\rhoF}{\rho_{\rm eff}^{(\rc)}}
SST_CANON-v0.8.31-research-track.tex,9406,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Participation-gap diagnostic.,,\frac{\rhoF}{\pi\rhohorn}
SST_CANON-v0.8.31-research-track.tex,9417,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Participation-gap diagnostic.,,\sqrt{\frac{\mathcal J_{\omega}^{\rm rot}}{\rhoF}}
SST_CANON-v0.8.31-research-track.tex,9452,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Promotion gates.,,A micro--macro derivation of $\rhoF$ may be promoted only if it:
SST_CANON-v0.8.31-research-track.tex,9454,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Promotion gates.,,"\item computes the participation functional without using $\rhoF$,"
SST_CANON-v0.8.31-research-track.tex,9460,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Promotion gates.,,to the target value of $\rhoF$.
SST_CANON-v0.8.31-research-track.tex,9462,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Twist-Rotor Status and Micro--Macro Participation Audit,Promotion gates.,,"Until these gates close, $\rhoF$ remains"
SST_CANON-v0.8.31-research-track.tex,9471,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,background density \(\rho_{\!f}\) to a cosmological vacuum input plus a
SST_CANON-v0.8.31-research-track.tex,9472,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,UV--IR impedance lift. It does not promote \(\rho_{\!f}\) out of the
SST_CANON-v0.8.31-research-track.tex,9501,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,\frac{\rho_{\!f}}{\rho_\Lambda}
SST_CANON-v0.8.31-research-track.tex,9513,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,\rho_{\!f}
SST_CANON-v0.8.31-research-track.tex,9521,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,\frac{\rho_{\!f}\ell_P}{r_c\rho_\Lambda}
SST_CANON-v0.8.31-research-track.tex,9528,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,\rho_{\!f}^{(c_s)}
SST_CANON-v0.8.31-research-track.tex,9536,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Status.,,\rho_{\!f}^{(\Omega_0)}
SST_CANON-v0.8.31-research-track.tex,9575,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Cosmological Impedance Route for the Background Density,Canonical conclusion.,,\(\rho_{\!f}\) as a calibrated effective background density. Promotion to
SST_CANON-v0.8.31-research-track.tex,9593,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Status.,,\(\rho_{\!f}\).
SST_CANON-v0.8.31-research-track.tex,9673,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Monopole projection.,,\rho_{\!f}^{\rm SSDL}
SST_CANON-v0.8.31-research-track.tex,9691,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Electron separatrix candidate.,,\rho_{\!f}^{\rm SSDL}
SST_CANON-v0.8.31-research-track.tex,9708,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Electron separatrix candidate.,,\rho_{\!f}^{\rm SSDL}
SST_CANON-v0.8.31-research-track.tex,9713,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Electron separatrix candidate.,,"\(\rho_{\!f}=7.0\times10^{-7}\,\mathrm{kg\,m^{-3}}\) by"
SST_CANON-v0.8.31-research-track.tex,9715,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Electron separatrix candidate.,,\(\rho_{\!f}\); it is a falsifiable research-track target.
SST_CANON-v0.8.31-research-track.tex,9757,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Algebraic content of the electron lift.,,\frac{\rho_{\!f}^{\rm SSDL}}{\rho_\Lambda}
SST_CANON-v0.8.31-research-track.tex,9793,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Conditional no-go for a dynamical \(\Omega_\Lambda(z)\) closure.,,\(\rho_{\!f}(z)\propto\Omega_\Lambda(z)\) and the background density is not
SST_CANON-v0.8.31-research-track.tex,9799,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Conditional no-go for a dynamical \(\Omega_\Lambda(z)\) closure.,,"\textbf{[DEPENDENCY GUARD]} In the current primitive set, \(\rho_{\!f}\),"
SST_CANON-v0.8.31-research-track.tex,9801,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Conditional no-go for a dynamical \(\Omega_\Lambda(z)\) closure.,,independent calibration entries.  A hypothetical change in \(\rho_{\!f}\)
SST_CANON-v0.8.31-research-track.tex,9803,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Conditional no-go for a dynamical \(\Omega_\Lambda(z)\) closure.,,"\(\rho_{\!f}\)-dependent amplitudes, but does not by itself change"
SST_CANON-v0.8.31-research-track.tex,9811,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Precision and covariance guard.,,\rho_{\!f}^{\rm SSDL}
SST_CANON-v0.8.31-research-track.tex,9844,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Normal-resolution normalization guard.,,\rho_{\!f}^{\rm SSDL}
SST_CANON-v0.8.31-research-track.tex,9851,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Separatrix Surface-Density Lift via the Spherical Monopole DtN Sector,Normal-resolution normalization guard.,,associated cutoff convention without fitting \(\rho_{\!f}\).
SST_CANON-v0.8.31-research-track.tex,10300,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Minimal Relational Link--Field Action,,,\rhoF
SST_CANON-v0.8.31-research-track.tex,10308,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Minimal Relational Link--Field Action,,,\frac{K_\gamma}{\rhoF}
SST_CANON-v0.8.31-research-track.tex,10441,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Minimal Relational Link--Field Action,Calibrated mapping as a separate mode.,,"(\rhoF,\Gamma_0,\rc),"
SST_CANON-v0.8.31-research-track.tex,10609,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,,,\frac12\rhoF\lVert\partial_t\mathbf A\rVert^2
SST_CANON-v0.8.31-research-track.tex,10615,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,,,c_T^2=\frac{K_T}{\rhoF}.
SST_CANON-v0.8.31-research-track.tex,10628,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,,,\rhoF c^2
SST_CANON-v0.8.31-research-track.tex,10638,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,,,"Z_T=\rhoF c_T=\sqrt{\rhoF K_T},"
SST_CANON-v0.8.31-research-track.tex,10769,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Structural correspondence.,,[\rhoF\mathbf v\times\boldsymbol{\omega}]
SST_CANON-v0.8.31-research-track.tex,10779,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Structural correspondence.,,\rhoF\mathbf v\times\boldsymbol{\omega}.
SST_CANON-v0.8.31-research-track.tex,10806,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Relation to the canonical flux-impulse channel.,,\rhoF\mathbf v\times\boldsymbol{\omega}
SST_CANON-v0.8.31-research-track.tex,10844,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Stress closure and SST-44 tensor.,,\rhoF v_i v_j
SST_CANON-v0.8.31-research-track.tex,10846,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Stress closure and SST-44 tensor.,,\rhoF \rc^2
SST_CANON-v0.8.31-research-track.tex,10851,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Stress closure and SST-44 tensor.,,\delta_{ij}\frac12\rhoF|\mathbf v|^2 .
SST_CANON-v0.8.31-research-track.tex,10855,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Stress closure and SST-44 tensor.,,"-\delta_{ij}\frac12\rhoF|\mathbf v|^2,"
SST_CANON-v0.8.31-research-track.tex,10862,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Stress closure and SST-44 tensor.,,\frac12\rhoF|\mathbf v|^2 .
SST_CANON-v0.8.31-research-track.tex,10893,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Two admissible decompositions.,,\rhoF\mathbf v\mathbf v
SST_CANON-v0.8.31-research-track.tex,10895,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Core--Torsion Impedance Matching for Inertia Closure,Two admissible decompositions.,,\rhoF\rc^2
SST_CANON-v0.8.31-research-track.tex,10989,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,,,\providecommand{\rhoF}{\rho_{\!f}}
SST_CANON-v0.8.31-research-track.tex,11168,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,Dimensional check.,,"E_{\rm out}=\frac{1}{3}\pi\rho_{\!f}a^3U^2,"
SST_CANON-v0.8.31-research-track.tex,11170,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,Dimensional check.,,E_{\rm in}=\frac{23}{21}\pi\rho_{\!f}a^3U^2.
SST_CANON-v0.8.31-research-track.tex,11176,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,Dimensional check.,,=\frac{10}{7}\pi\rho_{\!f}a^3U^2.
SST_CANON-v0.8.31-research-track.tex,11186,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,"Numerical reference for \(U=1\,\mathrm{m\,s^{-1",,"\rho_{\!f}=7.0\times10^{-7}\,\mathrm{kg\,m^{-3}},"
SST_CANON-v0.8.31-research-track.tex,11207,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,"Numerical reference for \(U=1\,\mathrm{m\,s^{-1",,\frac{1}{\rho_{\!f}}\frac{\partial p}{\partial r}
SST_CANON-v0.8.31-research-track.tex,11212,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,"Numerical reference for \(U=1\,\mathrm{m\,s^{-1",,"p(0,z)=p(R,z)-\frac{1}{2}\rho_{\!f}\Omega(z)^2R^2."
SST_CANON-v0.8.31-research-track.tex,11219,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,"Numerical reference for \(U=1\,\mathrm{m\,s^{-1",,=\frac{1}{2}\rho_{\!f}R^2
SST_CANON-v0.8.31-research-track.tex,11234,"EM, Gravity, Diagnostics, Relativity, and Inertia Research Tracks",Research Track: Taylor-Column Analogues for Finite-Thickness Swirl Strings,Dimensional check.,,[\rho_{\!f}R^2\partial_z\Omega^2]
